time;hr
1510971600;74
1510971720;88
1510971840;76
1510972080;75
1510972200;85
1510972320;78
1510972440;77
1510972560;71
1510972680;57
1510973700;64
1510973820;75
1510974060;75
1510974180;73
1510974300;74
1510974420;73
1510974540;79
1510974660;72
1510974780;78
1510974900;71
1510975020;69
1510975140;71
1510975260;68
1510976940;58
1510977060;58
1510977180;62
1510977300;68
1510977420;65
1510977540;63
1510977660;64
1510977780;67
1510977900;64
1510978020;58
1510978140;65
1510978260;66
1510978380;65
1510978500;68
1510978620;65
1510978740;57
1510978860;69
1510978980;57
1510979100;61
1510979220;67
1510979460;55
1510979580;55
1510979700;51
1510979820;57
1510979940;53
1510980060;61
1510980180;57
1510980300;54
1510980420;47
1510980660;46
1510980780;61
1510980900;62
1510981020;59
1510981140;68
1510981380;51
1510981500;63
1510981620;65
1510981740;68
1510981980;58
1510982100;64
1510982220;56
1510982460;66
1510982580;63
1510982700;63
1510982820;68
1510982940;63
1510983060;61
1510983180;56
1510983300;63
1510983420;58
1510983540;62
1510983660;58
1510983780;56
1510983900;58
1510984020;66
1510984140;64
1510984260;57
1510984380;67
1510984500;56
1510984620;61
1510984860;59
1510984980;55
1510985100;53
1510985460;49
1510985580;63
1510985700;91
1510985820;86
1510985940;66
1510986060;81
1510986180;62
1510986300;51
1510986420;65
1510986540;52
1510986660;68
1510986780;68
1510986900;48
1510987020;65
1510987140;61
1510987260;68
1510987380;62
1510987500;75
1510987620;63
1510987740;53
1510987860;59
1510987980;67
1510988100;57
1510988220;57
1510988340;56
1510988460;61
1510988580;48
1510988700;62
1510988820;68
1510988940;58
1510989060;64
1510989180;56
1510989420;61
1510989540;62
1510989900;64
1510990020;57
1510990140;58
1510990260;54
1510990380;62
1510990500;49
1510990620;56
1510990740;55
1510990860;55
1510990980;55
1510991220;58
1510991460;53
1510991580;63
1510991700;56
1510991820;61
1510991940;61
1510992060;62
1510992300;57
1510992540;84
1510992660;79
1510992780;76
1510992900;73
1510993020;63
1510993260;53
1510993380;63
1510993500;48
1510993620;57
1510993740;56
1510993860;54
1510993980;56
1510994100;83
1510994220;62
1510994340;58
1510994460;48
1510994580;53
1510995480;54
1510995600;52
1510995720;59
1510995840;59
1510995960;64
1510996080;52
1510996200;58
1510996320;57
1510996440;65
1510996560;66
1510996680;73
1510996800;55
1510996920;59
1510997040;63
1510997400;66
1510997520;65
1510997640;65
1510997760;57
1510997880;62
1510998000;58
1510998120;59
1510998240;52
1511058660;75
1511058780;71
1511058900;74
1511059020;75
1511059140;71
1511063400;83
1511063520;77
1511063640;72
1511063760;68
1511063880;72
1511064000;68
1511064120;74
1511064240;73
1511064480;75
1511064600;71
1511064720;72
1511064840;72
1511064960;77
1511065080;75
1511065200;73
1511065320;75
1511065440;72
1511065560;75
1511065680;74
1511065800;85
1511065920;78
1511066040;78
1511066160;79
1511066280;73
1511066400;76
1511066640;77
1511066880;77
1511067000;78
1511067120;79
1511067240;75
1511067360;74
1511067480;71
1511067600;84
1511067720;89
1511067840;71
1511067960;77
1511068080;76
1511068200;72
1511068320;72
1511068440;68
1511068560;67
1511068680;67
1511069040;68
1511069160;71
1511069400;72
1511069520;72
1511069640;71
1511069760;64
1511069880;66
1511070000;71
1511070120;79
1511070240;82
1511070360;63
1511070480;66
1511070600;66
1511070840;72
1511070960;68
1511071080;75
1511071200;73
1511071320;75
1511071440;75
1511071560;65
1511071680;73
1511071800;66
1511071920;67
1511072040;73
1511072160;68
1511072280;68
1511072400;72
1511072520;71
1511072640;72
1511072760;71
1511072880;72
1511073000;69
1511073120;67
1511073240;67
1511073360;67
1511073480;56
1511073720;62
1511073840;71
1511074080;63
1511074200;47
1511074320;63
1511074440;95
1511074560;67
1511074680;65
1511074800;68
1511074920;68
1511075040;68
1511075280;69
1511075400;81
1511075520;75
1511075640;77
1511075760;78
1511075880;78
1511076120;73
1511076240;66
1511076480;68
1511076600;62
1511076720;58
1511076840;66
1511076960;61
1511077080;68
1511077200;68
1511077320;72
1511077440;63
1511077680;68
1511077800;64
1511077920;65
1511078040;65
1511078160;67
1511078280;65
1511078520;68
1511078640;58
1511078760;47
1511079000;57
1511079120;64
1511079240;63
1511079360;63
1511079480;61
1511079600;62
1511079720;65
1511079840;67
1511079960;67
1511080080;65
1511080200;65
1511080320;61
1511080440;67
1511080560;59
1511080680;61
1511080800;73
1511080920;92
1511081160;65
1511081280;65
1511081400;53
1511081520;55
1511081640;52
1511081880;59
1511082120;51
1511082240;55
1511082360;49
1511082480;63
1511082600;67
1511082720;58
1511082840;54
1511082960;51
1511083080;56
1511083200;49
1511083440;59
1511083560;58
1511083800;65
1511083920;65
1511084040;66
1511084160;57
1511084280;66
1511084400;67
1511084520;68
1511084640;85
1511084760;73
1511085840;107
1511085960;77
1511086200;85
1511103720;78
1511103960;84
1511104080;88
1511104200;84
1511104320;76
1511104440;74
1511104560;83
1511104680;79
1511104800;84
1511104920;77
1511108760;76
1511108880;71
1511109000;75
1511109240;64
1511109360;75
1511109480;74
1511109720;72
1511109960;63
1511110080;75
1511110200;62
1511110320;72
1511110440;75
1511110560;61
1511110680;67
1511110800;68
1511110920;58
1511111040;71
1511111160;83
1511111280;81
1511111400;73
1511111520;84
1511111640;68
1511112000;81
1511112240;89
1511112360;64
1511112480;73
1511112600;58
1511112720;85
1511112840;83
1511133180;47
1511133300;65
1511133420;53
1511133540;59
1511133780;71
1511133900;61
1511134020;57
1511134140;62
1511134260;63
1511134500;62
1511134620;63
1511134740;63
1511134860;64
1511134980;62
1511135220;61
1511135460;59
1511135580;62
1511135700;84
1511135820;65
1511135940;81
1511136060;65
1511136180;68
1511136300;78
1511136420;65
1511136540;67
1511136660;66
1511136780;65
1511136900;48
1511137020;61
1511137140;65
1511137260;64
1511137380;56
1511137500;63
1511137620;64
1511137740;61
1511137860;53
1511137980;65
1511138100;63
1511138220;64
1511138340;64
1511138460;62
1511138580;68
1511138700;62
1511138820;63
1511138940;56
1511139060;54
1511139180;48
1511139300;51
1511139420;47
1511139540;57
1511139660;61
1511139780;59
1511139900;59
1511140260;66
1511140620;53
1511140740;89
1511140860;74
1511140980;54
1511141100;54
1511141220;78
1511141460;69
1511141580;72
1511141700;75
1511141820;66
1511141940;93
1511142060;65
1511142180;62
1511142300;68
1511142420;52
1511142540;78
1511142660;68
1511142780;75
1511142900;56
1511143020;59
1511143140;57
1511143260;61
1511143380;69
1511143500;49
1511143620;54
1511143740;63
1511143860;56
1511143980;56
1511144100;47
1511144220;62
1511144340;56
1511144460;53
1511144580;62
1511144700;58
1511144820;54
1511144940;54
1511145060;57
1511145180;55
1511145300;79
1511145420;58
1511145540;53
1511145660;55
1511145780;57
1511145900;55
1511146020;55
1511146140;56
1511146260;54
1511146380;68
1511146500;59
1511146620;57
1511146740;68
1511146860;56
1511146980;64
1511147220;69
1511147340;56
1511147460;66
1511147580;55
1511147700;68
1511147820;71
1511147940;72
1511148060;56
1511148300;51
1511148420;68
1511148540;52
1511148660;68
1511148780;71
1511148900;54
1511149020;53
1511149140;68
1511149260;68
1511149380;68
1511149500;52
1511149620;62
1511149860;52
1511149980;54
1511150100;52
1511150220;53
1511150340;51
1511150460;54
1511150580;55
1511150700;42
1511150820;52
1511150940;52
1511151060;54
1511151180;55
1511151300;52
1511151420;52
1511151540;56
1511151660;57
1511151780;51
1511151900;52
1511152020;53
1511152140;68
1511152260;44
1511152380;49
1511152500;58
1511152620;54
1511152740;62
1511152860;56
1511152980;67
1511153100;54
1511153340;58
1511153460;57
1511153580;61
1511153700;69
1511153820;61
1511153940;75
1511154060;53
1511154180;56
1511154300;62
1511154420;46
1511154540;55
1511154660;48
1511154780;66
1511154900;48
1511155020;63
1511155140;56
1511155260;78
1511155380;52
1511155500;56
1511155620;55
1511155740;55
1511155860;59
1511155980;55
1511156100;55
1511156220;59
1511156340;58
1511156460;59
1511156580;53
1511156700;55
1511156820;57
1511156940;64
1511157060;58
1511157180;59
1511157300;63
1511157420;57
1511157540;68
1511157660;56
1511157780;57
1511157900;62
1511158020;68
1511158140;68
1511158260;62
1511158380;68
1511158500;45
1511158620;74
1511158740;71
1511158860;68
1511158980;61
1511159100;63
1511159220;52
1511159340;68
1511159460;55
1511159580;72
1511159700;64
1511159820;71
1511159940;65
1511160060;57
1511160300;81
1511160540;57
1511160660;61
1511160900;69
1511161020;54
1511161140;63
1511161260;64
1511161380;56
1511161500;65
1511161620;72
1511161740;66
1511161860;66
1511161980;61
1511162100;102
1511162220;63
1511162340;64
1511162460;57
1511162580;65
1511162700;61
1511162820;58
1511162940;59
1511163060;61
1511163180;68
1511163300;65
1511163420;64
1511163540;65
1511163660;51
1511163780;59
1511198616;88
1511198919;69
